classification	db_link	observation_name	observation_sum	1006_Rp_Control	1007_Rp_LE	1025_Rp_Control	1028_Rp_Control	1028bis_Rp_Control	1038_Rp_Control	1046_Rp_LE	1047_Rp_Control	1059_Rp_Control	1060_Rp_Control	1065_Rp_LE	1066_Rp_Control	1073_Rp_LE	1086_Rp_LE	1086bis_Rp_LE	1099_Rp_Control	1099bis_Rp_Control	1102_Rp_Control	1122_Rp_Control	1136_Rp_Control	1136bis_Rp_Control	1140_Rp_LE	1150_Rp_Control	1150bis_Rp_Control	581_Rm_Control	581bis_Rm_Control	592_Rm_LE	602_Rm_Control	612_Rm_Control	624_Rm_LE	624bis_Rm_LE	624ter_Rm_LE	629_Rm_Control	641_Rm_LE	651_Rm_Control	654_Rm_Control	665_Rm_LE	677_Rm_Control	680_Rm_LE	685_Rm_Control	689_Rm_LE	701_Rm_Control	732_Rm_LE	732bis_Rm_LE	750_Rm_Control	777_Rm_Control	798_Rm_LE	815_Rm_LE	817_Rm_Control	827_Rm_LE	835_Rm_Control	855_Rm_Control	862_Rm_LE	896_Rm_Control	920_Rm_LE	927_Rm_Control	935_Rm_Control	944_Rp_Control	950_Rp_LE	950bis_Rp_LE	952_Rp_LE	959_Rp_Control	964_Rp_Control	966_Rp_LE	972_Rp_Control	978_Rp_LE	978bis_Rp_LE	989_Rp_Control	992_Rp_LE
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;idnO, gluconate 5-dehydrogenase [EC:1.1.1.69]	https://www.genome.jp/dbget-bin/www_bget?K00046	K00046	802302.9000000003	4788.1	9943.15	5543.2	3192.2	2998.35	8883.4	13428.7	8189.35	8022.25	13974.4	9985.2	6968.45	8472.25	14696.75	8284.9	15736.9	10533.2	11564.5	12252.85	2896.55	3112.85	11761.5	5120.35	3292.3	10041.1	11085.25	12848.7	18060.0	12965.25	13780.25	16121.75	8429.85	16252.65	11134.75	18302.15	14598.9	9220.75	17606.35	14686.0	14952.05	14076.25	18357.95	8472.95	4213.15	13600.55	9733.5	10641.6	17323.95	19604.65	19202.55	20704.75	16095.65	14689.6	17456.55	8782.4	15811.65	14718.2	11752.4	3553.6	5461.7	9128.1	13330.55	13059.05	12825.1	16301.35	16320.8	5023.65	16554.3	11779.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;fucO, lactaldehyde reductase [EC:1.1.1.77]	https://www.genome.jp/dbget-bin/www_bget?K00048	K00048	1005939.7800000003	8084.68	10155.73	8357.7	8903.37	7471.85	11878.48	13772.37	14920.93	16277.16	19804.15	18401.03	16819.45	10127.75	17903.160000000003	9226.65	15299.98	10983.109999999999	19466.08	14324.01	9244.390000000001	10186.43	14449.66	12670.35	8063.88	14636.77	15896.08	13080.53	19791.83	13723.5	14272.5	17433.660000000003	10253.6	16263.9	10058.5	22085.15	18335.07	12302.42	19932.93	13371.92	17265.97	13787.25	22147.45	12553.03	4149.32	12365.88	15896.34	17247.690000000002	16906.78	19702.82	18789.050000000003	21549.33	18406.230000000003	16558.510000000002	20200.389999999996	8945.65	19675.57	16506.2	15461.4	13587.02	8031.7	9191.68	19293.39	19639.889999999996	15716.93	18030.43	16112.05	4428.98	22160.89	13401.25
NA	https://www.genome.jp/dbget-bin/www_bget?K00050	K00050	329468.0	4043.0	1704.0	2929.0	6664.0	4401.0	3838.0	2289.0	6149.0	8863.0	7241.0	10291.0	9700.0	3509.0	5061.0	2576.0	2108.0	1923.0	7901.0	3393.0	5849.0	5601.0	5006.0	3628.0	2279.0	8490.0	6504.0	4251.0	4603.0	4020.0	3719.0	6452.0	3746.0	3900.0	1565.0	7097.0	5362.0	6334.0	4713.0	2096.0	4512.0	4719.0	6054.0	6327.0	666.0	1923.0	9452.0	8806.0	4295.0	2813.0	3460.0	3941.0	4517.0	4712.0	4862.0	2898.0	6436.0	3625.0	4540.0	10170.0	4069.0	2741.0	6934.0	7671.0	4758.0	2765.0	2503.0	760.0	4651.0	4090.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;leuB, IMDH, 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	https://www.genome.jp/dbget-bin/www_bget?K00052	K00052	1291874.4599999997	9983.76	12875.9	11233.279999999999	12229.949999999999	9856.35	13613.56	18184.449999999997	16607.510000000002	19178.33	22630.730000000003	21503.61	18556.7	13557.08	22642.16	12209.57	19514.31	13879.53	22864.660000000003	17303.68	12477.06	13547.43	18301.0	15226.77	9781.630000000001	20363.519999999997	21552.329999999998	19300.449999999997	25628.5	19079.5	19585.839999999997	25126.75	13955.35	23439.65	14222.84	28335.980000000003	22178.07	18137.92	24874.510000000002	18558.589999999997	21120.139999999996	23242.42	27188.2	16721.95	5467.74	17053.71	20938.92	21757.939999999995	22678.7	25353.07	24812.46	26640.0	21503.980000000003	21675.43	24678.809999999994	13776.07	24634.15	20078.37	17752.730000000003	17662.27	11151.12	13506.59	23304.969999999998	22620.969999999998	18937.18	21772.510000000002	21381.22	6756.889999999999	27194.469999999998	18412.67
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;ilvC, ketol-acid reductoisomerase [EC:1.1.1.86]	https://www.genome.jp/dbget-bin/www_bget?K00053	K00053	1303677.4599999997	10026.76	12783.9	11526.279999999999	12227.949999999999	10608.35	13581.56	18083.449999999997	17644.510000000002	19337.33	22612.730000000003	21355.61	18991.7	13349.08	22465.16	12022.57	19412.31	14188.53	23907.660000000003	17364.68	13054.06	15023.43	18094.0	18498.77	11889.630000000001	20474.519999999997	22786.329999999998	19032.449999999997	25686.5	19037.5	19301.839999999997	24727.75	13824.35	23384.65	13898.84	28063.980000000003	22258.07	18040.92	24742.510000000002	18405.589999999997	21035.139999999996	22838.42	27349.2	16745.95	5438.74	16936.71	20964.92	22114.939999999995	22394.699999999997	25315.07	24674.46	26437.0	21465.980000000003	21170.43	24995.809999999994	13608.07	24700.15	20085.37	18070.730000000003	18234.27	11214.12	13346.59	23897.969999999998	22906.969999999998	18785.18	22059.510000000002	21287.22	6712.889999999999	29119.469999999998	18055.67
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;mvaA, hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	https://www.genome.jp/dbget-bin/www_bget?K00054	K00054	41860.65	1164.6	124.4	535.2	840.2	348.85	90.4	234.2	352.1	628.0	375.4	58.2	243.95	178.0	328.0	98.4	182.9	310.7	602.25	202.6	675.8	1107.6	193.0	3939.35	1859.3	263.6	802.0	436.2	3083.5	914.0	352.0	375.0	277.6	1310.9	364.0	270.9	559.4	103.0	216.6	228.0	919.8	394.0	747.2	674.2	44.4	244.8	707.0	396.6	267.2	383.65	627.8	1447.0	414.9	268.6	433.05	357.4	1472.15	186.2	142.65	1335.6	94.2	292.6	1887.8	742.05	191.6	660.85	502.8	96.4	1594.05	104.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;E1.1.1.90, aryl-alcohol dehydrogenase [EC:1.1.1.90]	https://www.genome.jp/dbget-bin/www_bget?K00055	K00055	11200.25	257.0	27.0	124.0	252.0	113.25	27.0	45.0	97.5	162.0	129.0	14.0	59.75	44.0	145.0	46.0	40.5	78.5	336.25	85.0	266.0	343.0	71.0	736.75	458.5	55.0	449.0	59.0	452.5	68.0	48.0	44.0	74.0	508.5	140.0	72.5	116.0	27.0	98.0	50.0	416.0	23.0	142.0	27.0	22.0	72.0	138.0	80.0	95.0	253.25	177.0	430.0	86.5	21.0	214.25	37.0	200.75	30.0	72.25	601.0	31.0	158.0	410.0	98.25	50.0	367.25	86.0	34.0	580.25	28.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;gpsA, glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	https://www.genome.jp/dbget-bin/www_bget?K00057	K00057	1327988.61	10944.01	13012.15	11670.98	12987.449999999999	10161.1	13582.21	18499.699999999997	17020.96	19702.08	23011.280000000002	21547.61	18840.100000000002	13742.03	23019.76	12318.369999999999	19674.81	14205.53	23111.410000000003	17332.43	13233.51	14725.380000000001	18551.0	19147.870000000003	11639.130000000001	20640.519999999997	22496.78	19718.699999999997	28048.65	19704.0	19938.839999999997	25472.0	14258.35	24343.9	14572.09	28685.480000000003	22569.07	18250.57	25052.210000000003	18790.839999999997	21473.139999999996	23681.17	27654.2	17384.95	5460.99	17320.71	21623.67	21911.339999999997	22952.95	25796.82	25466.71	27656.5	21618.130000000005	21915.88	24546.559999999994	14140.07	25659.600000000002	20286.62	17951.380000000005	19038.219999999998	11298.37	13799.59	24941.219999999998	23170.019999999997	19140.38	22099.760000000002	21906.870000000003	6876.039999999999	28456.219999999998	18537.67
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;serA, PHGDH, D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	https://www.genome.jp/dbget-bin/www_bget?K00058	K00058	1885320.1400000008	15559.84	17455.15	15563.779999999999	21321.449999999997	16137.1	18849.06	24309.199999999997	24084.84	29497.750000000004	32724.81	35760.94	30184.45	21383.58	32257.330000000005	17957.82	25637.890000000003	18737.45	32887.490000000005	22652.600000000002	20347.48	21442.18	28886.670000000002	23300.94	15032.63	33620.52	33589.5	29439.7	34352.42	26635.5	28207.51	39879.67	21121.350000000002	32624.65	19935.76	44491.060000000005	30595.07	29152.42	34441.51	26203.76	28919.809999999998	36900.09	37545.45	26600.620000000003	7401.24	24168.789999999997	34339.0	33897.36	34713.869999999995	32682.149999999998	33954.29	35768.67	28905.230000000003	31823.600000000002	33013.729999999996	21006.82	34794.98	26367.79	24130.56	30393.269999999997	18437.870000000003	19780.670000000002	33187.799999999996	32981.799999999996	28151.350000000002	26885.84	28530.47	10173.22	35971.049999999996	27629.92
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;fabG, 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	https://www.genome.jp/dbget-bin/www_bget?K00059	K00059	3161360.1399999987	27998.04	30204.29	26238.07	34699.68	25087.629999999997	32180.65	42285.509999999995	39060.27000000001	49614.08	56026.88	55829.840000000004	48088.9	33739.72	53559.270000000004	29301.809999999998	43565.94	31947.93	54435.740000000005	39431.880000000005	34080.9	35065.11000000001	46906.840000000004	40033.59	24233.480000000003	52963.89	54293.31	47525.69	65511.47	45852.08	46479.26999999999	63295.34	35249.13	57522.95	32945.100000000006	69850.86	51740.03999999999	47901.97	59321.020000000004	43989.759999999995	51824.659999999996	56340.009999999995	63737.02	43166.77	12601.63	40556.39000000001	55572.92	54775.939999999995	56021.02	57658.79	60127.630000000005	64705.92	51078.83	51550.030000000006	57395.49999999999	34822.03999999999	61311.6	45595.939999999995	41765.490000000005	49320.04	29567.69	32319.61	57559.32	56020.17	46228.44	49309.62000000001	51035.880000000005	16464.229999999996	61742.07	43127.01
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;tdh, threonine 3-dehydrogenase [EC:1.1.1.103]	https://www.genome.jp/dbget-bin/www_bget?K00060	K00060	32521.729999999996	224.32999999999998	545.5799999999999	115.92	286.25	216.67000000000002	238.5	410.92	165.0	206.57999999999998	297.58	308.58	270.5	305.67	286.58000000000004	183.25	453.58	359.08	323.58	321.58000000000004	182.17	201.75	539.5799999999999	359.0	213.33	803.5	659.33	610.8299999999999	603.3299999999999	515.1700000000001	758.08	905.33	435.17	916.75	443.25	761.5	363.75	516.6700000000001	402.83	742.42	542.9200000000001	1072.33	518.3299999999999	434.33	148.67000000000002	733.08	689.17	497.92	752.58	873.42	685.92	492.33	592.83	517.3299999999999	592.9200000000001	397.17	665.0	613.25	286.17	294.25	284.16999999999996	339.75	388.92	469.17	480.5	346.75	782.58	257.08	999.42	320.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;kduD, 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	https://www.genome.jp/dbget-bin/www_bget?K00065	K00065	87185.25	667.0	902.0	697.0	790.0	454.25	446.0	1302.5	489.5	538.0	748.0	1208.0	706.75	1572.5	1404.5	859.0	1216.5	877.5	760.75	557.0	360.0	347.0	2640.5	1400.75	935.5	1428.0	1271.0	2031.0	1816.5	1215.0	1811.0	2726.0	1101.0	1783.5	1574.0	2361.5	1087.0	1407.5	1263.5	1714.5	1589.0	3393.0	1743.5	1050.0	267.0	1553.0	1662.0	1040.5	2560.0	1538.75	1729.5	2356.0	964.5	2180.5	1363.25	1180.5	1264.75	670.0	596.25	476.0	935.5	866.0	1365.5	952.25	1439.5	932.25	1444.5	576.0	1455.25	1569.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;rfbD, rmlD, dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	https://www.genome.jp/dbget-bin/www_bget?K00067	K00067	1524023.2899999993	13287.84	14320.9	12236.109999999999	16959.620000000003	12218.68	17156.14	18851.449999999997	20854.67	26116.33	28824.480000000003	31032.940000000002	26666.7	15828.66	25647.160000000003	13570.82	20178.39	14528.78	28199.99	20031.43	15080.65	14826.76	22271.5	13415.44	8375.880000000001	28137.19	25088.250000000004	22669.449999999997	28082.170000000002	21500.329999999998	22868.18	30431.75	17021.68	25480.15	15683.51	33766.560000000005	26182.74	23847.67	28766.510000000002	19879.01	24363.809999999998	25017.010000000002	31312.620000000003	22287.62	5716.49	18646.789999999997	29853.92	29223.53	25983.620000000003	27952.899999999998	26940.869999999995	29294.670000000002	25539.480000000003	25477.18	27881.649999999998	16001.65	29841.4	23733.54	20981.64	25713.19	14147.449999999999	15589.0	28960.719999999998	29370.469999999998	22783.18	22586.42	24098.140000000003	7041.469999999999	27971.469999999998	19824.92
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;srlD, sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	https://www.genome.jp/dbget-bin/www_bget?K00068	K00068	14965.98	176.32999999999998	127.33	344.67	262.0	215.67000000000002	45.0	158.67	87.0	185.32999999999998	100.33	40.33	182.0	81.67	174.33	78.0	117.33	121.33	110.33	63.33	283.67	316.0	162.33	623.0	415.33	96.0	452.33	279.33	653.33	214.67	144.33	187.33	233.67	683.0	79.0	339.0	117.0	45.67	163.32999999999998	123.67	246.67	182.32999999999998	131.33	95.33	61.67	115.33	352.67	159.67	181.33	210.67000000000002	296.67	684.33	122.33	97.33	365.67	52.67	214.0	89.0	224.67000000000002	475.0	199.67	88.0	480.67	230.67000000000002	81.0	218.0	367.33	90.33	498.66999999999996	70.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;allD, ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	https://www.genome.jp/dbget-bin/www_bget?K00073	K00073	986.0	2.0	7.0	3.0	12.0	14.0	3.0	4.0	4.0	7.0	10.0	1.0	13.0	8.0	10.0	8.0	22.0	15.0	10.0	7.0	5.0	15.0	5.0	29.0	20.0	9.0	30.0	7.0	25.0	17.0	31.0	19.0	25.0	97.0	3.0	17.0	1.0	1.0	22.0	5.0	10.0	37.0	15.0	4.0	4.0	5.0	4.0	20.0	16.0	9.0	26.0	17.0	13.0	9.0	56.0	1.0	2.0	1.0	12.0	8.0	11.0	5.0	49.0	6.0	2.0	24.0	13.0	2.0	58.0	4.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;paaH, hbd, fadB, mmgB, 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	https://www.genome.jp/dbget-bin/www_bget?K00074	K00074	262282.5800000001	1402.83	3064.67	1222.6599999999999	2016.5	1663.83	1448.4099999999999	3149.83	1086.41	1499.5	3249.0	3634.83	1758.25	3181.91	3727.83	3405.42	4756.08	3612.25	2276.08	2224.5	1326.3400000000001	1803.83	3847.17	3541.67	2423.5	4941.67	6082.25	5054.17	4625.17	4280.83	4129.51	8154.67	3015.33	6916.75	3174.84	9032.08	3061.67	6665.25	5277.33	6157.42	3246.67	8059.59	4432.42	3602.67	1457.42	5477.08	4163.0	3693.42	8172.42	5018.5	5984.74	4637.17	2971.0	4235.25	3565.34	4464.75	4351.25	3137.67	1982.4099999999999	1875.92	3042.5	3694.24	2857.75	2530.75	3584.33	2828.91	5281.84	3267.91	3925.5	4847.92
Oxidoreductases;Acting on the CH-CH group of donors;With NAD+ or NADP+ as acceptor;murB, UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	https://www.genome.jp/dbget-bin/www_bget?K00075	K00075	1340428.61	11139.51	13022.15	11806.98	13111.449999999999	10282.85	13719.46	18530.199999999997	17064.21	19885.08	23026.280000000002	21554.61	19102.100000000002	13740.78	22982.26	12309.619999999999	19737.06	14246.28	23794.910000000003	17549.93	13467.01	15075.380000000001	18512.0	20240.120000000003	12460.130000000001	20646.519999999997	22575.03	19751.699999999997	28854.65	20056.5	19956.839999999997	25512.0	14286.35	24959.15	14576.09	28630.230000000003	22769.07	18255.82	25133.710000000003	18803.089999999997	22054.139999999996	23684.42	27974.45	17398.95	5514.24	17332.46	21646.67	22271.089999999997	22950.2	25786.57	25467.96	28082.0	21986.130000000005	21935.13	25217.809999999994	14143.82	26258.100000000002	20287.12	18055.380000000005	19162.469999999998	11262.87	13785.34	25282.469999999998	23384.019999999997	19141.88	22629.260000000002	21913.870000000003	6877.289999999999	29279.469999999998	18535.92
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;hdhA, 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	https://www.genome.jp/dbget-bin/www_bget?K00076	K00076	85447.73	809.83	514.5799999999999	1991.92	2140.25	1398.42	292.75	2002.42	847.25	1776.58	770.58	413.08	947.5	1316.92	2190.08	675.0	419.83	529.8299999999999	1218.08	488.08	3368.67	3245.75	1490.08	3252.25	2021.33	733.5	2034.58	1121.33	2383.33	1426.17	982.0799999999999	848.3299999999999	984.17	2009.0	413.75	1004.25	1039.75	379.92	867.3299999999999	754.1700000000001	1512.92	3197.58	1347.58	684.8299999999999	289.91999999999996	659.3299999999999	1167.67	1056.17	551.3299999999999	919.17	1489.17	1432.83	504.83	847.0799999999999	1315.67	551.9200000000001	1072.5	288.75	947.17	2406.5	971.67	489.5	1178.17	693.17	857.0	1563.25	835.58	287.83	3394.67	1831.25
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;panE, apbA, 2-dehydropantoate 2-reductase [EC:1.1.1.169]	https://www.genome.jp/dbget-bin/www_bget?K00077	K00077	808656.9599999998	5327.41	9822.08	6115.67	3634.33	3028.09	8759.08	13256.17	8394.25	8335.91	14370.91	10153.66	7317.25	8620.17	15480.24	8435.92	15554.41	10603.91	12108.66	11737.66	3336.34	3588.25	12164.33	6879.75	4311.41	8227.0	10935.99	11521.33	19246.16	12518.59	12832.08	15401.08	8104.59	16638.75	10255.92	19440.0	14545.5	10168.84	18646.239999999998	14637.59	15833.09	13847.16	18438.16	7676.41	4338.01	13275.16	8454.34	9421.92	16796.16	19737.260000000002	18847.17	21691.41	16157.91	14232.91	17496.59	9289.76	15986.0	14152.5	11402.09	3929.25	5578.01	8295.58	14277.34	13018.09	13187.33	17027.5	16658.58	5334.49	17776.84	12044.42
Oxidoreductases;Acting on the CH-CH group of donors;With NAD+ or NADP+ as acceptor;DHDH, dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	https://www.genome.jp/dbget-bin/www_bget?K00078	K00078	451.0	2.0	4.0	2.0	7.0	13.0	1.0	2.0	4.0	5.0	3.0	0.0	6.0	4.0	3.0	4.0	8.0	3.0	9.0	5.0	5.0	15.0	1.0	29.0	20.0	3.0	13.0	4.0	10.0	4.0	5.0	2.0	13.0	5.0	1.0	4.0	1.0	0.0	7.0	2.0	5.0	5.0	15.0	2.0	3.0	1.0	3.0	6.0	5.0	9.0	8.0	12.0	3.0	2.0	11.0	1.0	2.0	0.0	12.0	8.0	11.0	2.0	11.0	6.0	1.0	16.0	10.0	2.0	47.0	3.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;ribD2, 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	https://www.genome.jp/dbget-bin/www_bget?K00082	K00082	15359.5	14.5	233.0	5.0	54.0	41.5	243.0	189.5	27.5	65.5	49.5	72.0	4.0	65.5	126.5	94.5	159.0	133.5	96.0	220.5	33.0	42.0	84.5	22.0	12.0	517.0	377.5	294.5	237.0	323.0	455.0	450.0	261.5	565.0	257.0	305.0	99.0	300.5	239.5	420.0	215.5	477.0	128.0	367.5	85.5	429.0	361.0	424.0	313.0	462.5	477.0	92.5	386.5	225.0	386.0	351.0	449.0	474.5	114.0	31.0	49.5	213.0	84.0	133.0	61.0	40.5	767.5	95.0	420.0	57.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;dhaT, 1,3-propanediol dehydrogenase [EC:1.1.1.202]	https://www.genome.jp/dbget-bin/www_bget?K00086	K00086	6041.650000000001	156.6	15.4	59.2	119.2	57.85	5.4	26.2	62.1	65.0	16.4	8.2	52.95	25.0	13.0	13.4	23.9	49.7	137.25	42.6	52.8	104.6	8.0	358.35	219.3	53.6	424.0	42.2	318.5	32.0	19.0	28.0	28.6	289.9	21.0	69.9	94.4	8.0	21.6	26.0	334.8	12.0	110.2	23.2	8.4	34.8	86.0	58.6	16.2	205.65	81.8	157.0	80.9	11.6	64.05	7.4	193.15	28.2	29.65	276.6	11.2	21.6	96.8	78.05	17.6	263.85	19.8	8.4	534.05	1.0
Oxidoreductases;Acting on CH or CH2 groups;With NAD+ or NADP+ as acceptor;ygeS, xdhA, xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	https://www.genome.jp/dbget-bin/www_bget?K00087	K00087	106114.0	801.0	1142.0	497.0	887.0	532.0	637.0	1461.0	546.0	643.0	1329.0	1740.0	949.0	1805.0	1646.0	1295.0	1842.0	1387.0	981.0	742.0	364.0	392.0	3059.0	903.0	558.0	2075.0	1829.0	2232.0	1802.0	1679.0	2033.0	3354.0	1067.0	1906.0	1633.0	3329.0	1387.0	2019.0	1436.0	2438.0	1803.0	4034.0	2326.0	1475.0	417.0	2127.0	1855.0	1268.0	4000.0	2193.0	2174.0	2339.0	1088.0	2255.0	1371.0	1415.0	1427.0	916.0	786.0	517.0	1191.0	1331.0	1207.0	1003.0	1763.0	1152.0	2003.0	895.0	1186.0	2240.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;IMPDH, guaB, IMP dehydrogenase [EC:1.1.1.205]	https://www.genome.jp/dbget-bin/www_bget?K00088	K00088	1362206.86	11217.76	13076.4	12137.48	13183.449999999999	11044.1	13741.46	18565.699999999997	18255.71	20061.33	23090.030000000002	21598.61	19351.100000000002	13786.03	22999.51	12342.619999999999	19970.56	14676.78	24747.660000000003	17678.93	13812.01	16250.630000000001	18543.0	22846.870000000003	14012.380000000001	21000.519999999997	23913.78	19794.199999999997	28984.65	20227.25	19997.589999999997	25566.75	14332.6	25114.65	14596.34	28725.480000000003	22964.07	18291.07	25262.960000000003	18860.089999999997	22117.389999999996	23751.67	28276.2	17597.7	5524.49	17390.71	21807.67	22681.089999999997	23012.45	26028.82	25604.21	28158.25	22052.380000000005	21984.13	25792.559999999994	14306.82	26436.850000000002	20431.12	18295.380000000005	19763.969999999998	11447.37	13822.84	26044.219999999998	23769.019999999997	19145.88	22968.010000000002	22551.120000000003	6913.039999999999	31359.969999999998	18549.42
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;ghrB, glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	https://www.genome.jp/dbget-bin/www_bget?K00090	K00090	2370.9800000000005	34.33	183.32999999999998	3.67	63.0	42.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	80.33	71.33	47.33	16.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	28.67	25.33	39.33	15.67	53.0	3.0	53.0	3.0	4.67	43.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	35.67	50.33	33.67	6.67	1.33	134.33	11.33	50.67	7.67	34.0	34.0	26.67	102.0	14.67	3.0	77.67	42.67	36.0	66.0	85.33	29.33	247.67	28.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;E1.1.1.219, dihydroflavonol-4-reductase [EC:1.1.1.219]	https://www.genome.jp/dbget-bin/www_bget?K00091	K00091	4643.0	4.0	39.0	3.0	16.0	19.0	15.0	55.5	7.0	7.0	29.0	41.0	6.0	64.5	91.5	65.0	21.0	25.0	9.5	17.0	7.0	16.0	88.5	30.0	20.0	100.0	122.0	90.0	22.0	74.0	111.0	258.0	135.0	41.0	40.0	173.0	16.0	289.5	203.5	222.5	12.0	186.0	50.5	26.0	24.0	193.0	86.0	35.5	115.0	94.5	136.5	21.0	37.0	80.5	17.0	238.5	72.0	96.0	19.0	8.0	76.5	69.0	18.5	17.0	59.5	18.0	68.5	67.0	75.0	32.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;E1.1.1.251, gatD, galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	https://www.genome.jp/dbget-bin/www_bget?K00094	K00094	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;araM, egsA, glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	https://www.genome.jp/dbget-bin/www_bget?K00096	K00096	22678.5	71.5	312.0	54.0	177.0	175.5	261.0	345.5	86.5	161.5	101.5	117.0	102.0	134.5	197.5	144.5	187.0	172.5	217.0	282.5	192.0	229.0	178.5	219.0	128.0	628.0	835.5	424.5	440.0	402.0	568.0	611.0	560.5	766.0	292.0	410.0	133.0	373.5	302.5	485.0	285.5	632.0	191.0	436.5	135.5	493.0	452.0	513.0	396.0	644.5	640.0	217.5	469.5	276.0	532.0	423.0	537.0	541.5	189.0	276.0	238.5	306.0	171.0	210.0	108.0	120.5	835.5	150.0	686.0	94.0
